Experiments,Human Liver Carcinoma,Heatshock,UV,Hepatocyte GF,Interferons,Brain
iduc001gmc.1,59.622277371151824,77.14533030096052,58.5336294365161,77.81501487899052,120.6658367555156,0.0
iduc001gmd.1,161.49117876558145,208.95361391529426,158.54249840688547,210.767502224759,326.8320009495636,0.0
iduc001gmi.2,103.48723857992782,133.90225187952436,101.59765680766725,135.06463296853357,209.4414166542164,0.0
iduc001gml.1,98.25928323044944,127.13779469981044,96.46515911335605,120.22636384372088,0.0,0.0
iduc001gnk.1,68.63693359820269,88.8094039131828,67.3836863339919,89.58034219230707,138.91004151691783,0.0
iduc001gno.2,0.0,0.0,375.2868528652011,0.0,0.0,0.0
iduc001gnq.1,99.8352095653366,129.17688751872507,9.801231048315874,130.29824857935859,202.05030117974627,0.0
iduc001gnt.1,89.54764603638897,115.8657977478271,87.91258840009388,116.87160765971878,181.229938118663,0.0
iduc001gnz.1,104.79993259274667,135.6007481072448,102.88638223543914,136.7778735330157,0.0,0.0
iduc001goe.1,50.590728851898916,65.45939973326917,49.66698868455362,66.0276408739507,0.0,0.0
iduc001gof.1,287.57410365039647,74.4184898339582,56.46465301493193,75.06450320596218,0.0,0.0
iduc001goi.1,22.254346539785622,1.919661565152358,1.4565335096731267,29.04488696960646,45.039194493596185,0.0
iduc001got.2,161.10043722857392,208.44803301057465,158.15889145087678,210.25753246418103,326.0412033383848,0.0
iduc001gpd.1,284.53787631170445,368.16387127508733,279.34247645396186,0.0,575.8585959415515,4490.75788184148
iduc001gpr.1,7.789924928548544,282.2229882458902,214.13526584181977,0.0,268.01429718203025,0.0
iduc001gpy.2,6.178464853713905,7.994322473217982,84.91912477203293,112.89207625188224,6.252106295747237,0.0
iduc001gqc.1,0.0,0.0,23.917077240166286,31.79552915515019,0.0,0.0
iduc001gqg.1,101.60648926793047,131.46874827508904,99.75124824789121,132.61000456201222,0.0,0.0
iduc001gql.1,39.08195815095505,50.56818865866644,38.36835754899041,204.02864762010023,0.0,0.0
iduc001gqm.1,0.0,0.0,24.06407172212555,0.0,0.0,0.0
iduc001gqt.2,16.743464275730904,0.0,16.437744021387836,0.0,0.0,0.0
iduc001gqx.2,117.14212831684807,151.57032873644096,115.00322081995543,152.8860831864607,237.07670280158877,0.0
iduc001gra.1,28.782952728360215,37.242294208987296,28.25740249073028,37.56558778988087,0.0,0.0
iduc001grl.1,0.0,23.31352881140238,35.378044295888586,47.03181862761337,0.0,0.0
iduc001grv.1,5.9256380196840075,314.3547717323376,0.0,0.0,491.6938124600827,0.0
iduc001gse.1,7.9438729347714405,10.278585932014765,7.798825123034684,10.367812466605685,16.077112733997723,0.0
iduc001gsl.1,583.5094710629758,755.0035467224959,572.8551249272401,761.5575951610144,1180.9287012349168,0.0
iduc001gsm.1,0.0,123.10107572653014,93.40231899588493,0.0,140.0341101196153,0.0
iduc001gsv.1,28.489238040496858,0.0,27.969050762861286,37.18225099340144,0.0,0.0
iduc001gsz.1,0.0,0.0,41.35403860421496,0.0,0.0,0.0
iduc001gtb.1,0.0,3.7582781094934865,2.8515745194459683,0.0,29.392302234806973,0.0
iduc001gtu.1,109.02618406844911,141.06909954237028,107.03546624718119,142.29369473214456,0.0,0.0
iduc001gtx.1,80.51755777744299,104.18175661255378,79.04738124542851,105.08613948891609,162.95450142309846,1270.7793489664318
iduc001guc.1,46.12936771048038,59.68683964295078,45.287087893299756,60.20497023963495,93.35837205844803,0.0
iduc001gun.2,152.3202357647639,0.0,0.0,0.0,308.2714970603542,0.0
iduc001gvb.1,0.0,0.0,0.0,26.300966933382043,0.0,0.0
iduc001gve.1,201.38629516376844,260.57394892488173,197.70916668158713,262.83594397177046,407.57325765599,0.0
iduc001gvh.1,11.00697893661591,213.62913237824517,10.806001627223102,215.4836080129144,22.276343375298946,0.0
iduc001gvk.1,34.25841104025326,4.029726885830039,3.05753490645959,44.71179033019853,107.15173814830413,0.0
iduc001gvr.1,236.2058888146879,0.0,0.0,0.0,0.0,0.0
iduc001gwq.1,205.16434148413276,0.0,201.41822935179636,267.76679773306796,415.2194117555722,0.0
iduc001gws.1,31.986539272546317,124.16225509154316,94.20748347538131,0.0,0.0,0.0
iduc001gwu.2,12.671753078321172,16.39599525247747,12.440378524627876,16.538325904497512,0.0,0.0
iduc001gwz.1,164.2356647455098,212.5047073448514,161.23687259764006,214.34942205036162,332.3863962500034,2592.071802516066
iduc001gxc.1,149.50358895363365,64.48095275535145,146.77379095679044,195.12210052745158,0.0,0.0
iduc001gxd.1,16.04837192638537,0.0,0.0,20.945263336074518,0.0,0.0
iduc001gxh.2,512.4773643078602,663.0950256258516,503.11999909471496,668.8512329127691,1037.171217018786,0.0
iduc001gxk.1,31.732314885560985,0.0,0.0,0.0,0.0,0.0
iduc001gxz.1,0.0,0.0,38.60637822768441,0.0,0.0,0.0
iduc001gyf.1,125.7377995965297,162.69227726419658,123.4419430497512,158.0266319436287,254.472949861752,1984.4739895540336
iduc001gyi.1,116.10336157225976,0.0,0.0,0.0,0.0,0.0
iduc001gyl.1,74.13975712110829,95.92951332496871,72.7860333617515,96.76225997860324,150.04686543888724,0.0
iduc001gyq.2,0.0,222.85205971390167,169.08787390719704,224.78659790293273,348.57106908690315,2718.2858550969718
iduc001gyt.1,628.4795513425655,813.190383082897,617.0040929116383,0.0,0.0,0.0
iduc001gzf.1,28.51256163957782,0.0,0.0,0.0,0.0,0.0
iduc001gzq.1,185.5864358038958,0.0,182.19779821837358,0.0,0.0,0.0
iduc001gzw.1,6.434017564320529,87.41231527025532,6.316538322640362,8.397250064478982,13.021409904648577,101.54576066782292
iduc001hac.1,128.97727548946096,166.88383868689223,126.62226909306857,168.33252693095136,261.02912460892804,0.0
iduc001hai.1,39.544830100547124,51.16709918360401,38.82277788260701,0.0,0.0,0.0
iduc001ham.1,6.906916559684402,125.11613712061514,94.9312366435644,126.20224754577615,195.69873274739064,0.0
iduc001hau.1,61.51701462991524,79.59693292510927,60.393770536018614,80.28789941952287,124.50047821574204,970.900682529926
iduc001hav.2,89.26942481706381,115.50580700597797,87.63944724428096,58.25424595186466,180.66686341381694,704.4534427211408
iduc001haw.1,16.71700471086503,245.14170896876394,16.411767583834653,21.81791819541473,281.9375925720721,0.0
iduc001hba.1,121.29616155840897,156.9452369189392,119.08140523607342,158.30764996908556,245.48379355867047,1914.373230785008
iduc001hbf.1,11.049043824271767,14.296369962977256,10.847298448728413,14.42047414982391,0.0,0.0
iduc001hbi.1,0.0,0.0,0.0,0.0,0.0,828.2109839728048
iduc001hbo.1,0.0,0.0,0.0,0.0,0.0,1179.5077649444002
iduc001hbp.1,0.0,0.0,0.0,0.0,0.0,2359.2491883208413
iduc001hbu.1,0.0,0.0,147.5183834350226,0.0,0.0,0.0
iduc001hbw.1,10.926966433702688,21.20762083947258,69.72842551353058,92.69745479748117,33.17161653473155,0.0
iduc001hbz.1,33.256696693637736,0.0,32.64946000687117,0.0,0.0,0.0
iduc001hce.1,134.11265769183166,173.52851536969283,131.66388394077458,175.0348848432328,271.42230678563345,0.0
iduc001hcq.1,0.0,0.0,0.0,279.47821136170376,0.0,0.0
iduc001hcy.1,67.51113395967795,87.35273052202659,66.27844276117503,146.85170614073482,227.71934218611992,0.0
iduc001hda.1,49.97314225024108,0.0,0.0,0.0,0.0,0.0
iduc001hdb.2,10.084116637426705,91.334947298553,69.29992961233928,92.1278093603577,122.45171694002362,0.0
iduc001hdd.1,0.0,373.40163172002894,283.3166007174189,376.64306335560036,0.0,0.0
iduc001hdh.1,31.518919342493643,40.78236442176733,30.943412871471825,41.13638870816691,0.0,0.0
iduc001hdy.1,62.06363073913017,80.30420011033785,57.88388564104747,81.00130626252006,0.0,0.0
iduc001hed.1,27.695604785239677,35.83537350882815,27.189908520733574,36.14645386707127,56.05142026121245,0.0
iduc001hej.1,82.84963196954767,107.19922997601357,81.33687390820234,108.12980698970398,167.67424203304725,0.0
iduc001hem.1,7.64719331933439,98.94711851124201,75.0756260444188,0.0,154.76681223772692,0.0
iduc001hfd.2,106.01214498154542,137.16923105107216,104.07646074120638,138.3599721919393,214.55141843734117,0.0
iduc001hfe.1,104.38434748632457,135.06302208072094,0.0,136.23547960467894,211.2570198418861,0.0
iduc001hfg.1,0.0,298.3652935526011,226.3831584023674,0.0,0.0,0.0
iduc001hfj.1,0.0,87.75576007743409,66.58423939923665,0.0,0.0,0.0
iduc001hfr.2,0.0,12.36068599343628,9.378608020710304,137.14785545872218,0.0,0.0
iduc001hgj.1,0.0,11.233755052368222,8.523554865222023,11.331273236328139,228.42466062637698,0.0
iduc001hgz.1,54.36608384287613,4.396520981914155,3.3358380729109007,2.2173431903705545,6.876759500882548,53.627508815117245
iduc001hhh.1,230.77510176726224,298.60015812960705,226.56136071305292,301.19225178085725,467.0514442737397,0.0
iduc001hhp.1,338.5349699320952,438.0307701307903,332.35363282005693,441.8332355595441,685.1399714836224,0.0
iduc001hhr.1,153.0824549591507,198.07355692890147,150.2873101614634,199.7929974429721,0.0,0.0
iduc001hhy.1,147.29542220937736,0.0,144.6059433058573,192.24014875311806,298.10208792445724,0.0
iduc001hig.1,73.77994495986847,95.4639519735907,72.43279103956283,96.29265717382904,149.3186638769016,0.0
iduc001hii.1,86.26984002416484,111.62464094159859,84.69463211019972,112.59363414280851,174.59618941555397,0.0
iduc001hio.1,0.0,131.26789279665658,199.19770033770018,264.81481098742245,410.6418382460324,0.0
iduc001hir.1,234.96635465627907,38.00290310686329,230.6760851801049,38.33279939522902,0.0,0.0
iduc001hiv.1,0.0,45.52587073049363,34.542524307271904,0.0,0.0,0.0
iduc001hiw.1,80.11662416030241,103.6629881641343,3.9326884153646837,104.56286770597046,162.1430766917934,0.0
iduc001hjb.1,9.886337049519048,12.791942387641749,4.852910815018977,12.902986912393045,20.00834562392069,0.0
iduc001hjc.2,0.0,0.0,58.734341358590896,0.0,0.0,0.0
iduc001hjd.1,0.0,0.0,110.22411063173739,146.53270079783127,0.0,0.0
iduc001hje.1,0.0,0.0,441.4876326316489,0.0,0.0,0.0
iduc001hjl.1,0.0,0.0,81.90038114194137,0.0,0.0,0.0
iduc001hjn.1,5.747539401162619,7.436747555956522,5.642594619208675,45.007827651560234,69.79253544536496,0.0
iduc001hjr.2,0.0,0.0,499.20232315088066,663.6430472117412,0.0,0.0
iduc001hjt.1,10.153316038463945,13.137386795230514,9.96792582825494,13.25143006004069,20.548667874555903,0.0
iduc001hjw.1,37.474893125677404,0.0,36.79063605263741,48.90972795303059,0.0,0.0
iduc001hjz.1,0.0,0.0,140.98850133227242,0.0,0.0,0.0
iduc001hkc.1,20.37498734484115,26.36321854683451,20.002958820115214,26.592072851031194,41.23567574488312,0.0
iduc001hkk.1,25.330853949043348,32.77561979961967,24.868335859327978,48.31866468141179,51.2655474138596,0.0
iduc001hkm.1,79.90590084976559,95.4372304991478,120.68752709315396,96.26570373512769,161.71660682665336,0.0
iduc001hks.1,124.80657965281195,161.48737075427337,122.52772632551985,162.88921324193726,252.5883114570054,0.0
iduc001hkw.1,11.992918753633825,15.517650772751615,11.77393909020831,15.652356676131976,24.271725944643904,0.0
iduc001hlf.1,3.7621372845138015,24.339167862095458,18.46722059358814,4.9100903501028235,7.61395678663945,0.0
iduc001hlj.1,0.0,0.0,7.029017283297976,9.344424559863217,28.980340369223946,0.0
iduc001hly.1,87.0027803559841,112.57299324349256,85.41418962583639,0.0,78.25757421627203,0.0
iduc001hmc.1,0.0,0.0,0.0,0.0,325.66032114493936,0.0
iduc001hmj.2,0.0,0.0,240.9942249693907,0.0,0.0,0.0
iduc001hmn.2,0.0,64.50272534789025,48.941116830136544,65.06266177227094,0.0,0.0
iduc001hmp.1,85.05347700390445,0.0,83.50047875968293,0.0,0.0,0.0
iduc001hmq.1,0.0,0.0,20.623486193477547,0.0,0.0,0.0
iduc001hms.1,96.17919038329354,124.44636027586893,94.42304684798522,125.52665649008681,194.65111025234816,0.0
iduc001hmv.2,266.7354004873242,345.12922821545834,261.8650574605539,348.1252322595348,539.8292670332253,0.0
iduc001hnl.1,211.67592914364354,39.1268168077876,29.687274487292896,39.46646958652817,61.199687282078806,3340.8042525649294
iduc001hnu.1,38.9201938276348,50.35888162271127,38.20954689339714,50.79603791276799,78.76817126027333,0.0
iduc001hob.2,5.932159743236379,7.675628019728403,5.823843963679656,162.58743375449438,0.0,0.0
iduc001hoe.1,102.77466755157026,96.04129559685163,72.87084759554169,134.13463284745788,207.99928825564393,0.0
iduc001hoh.1,41.52146233980281,53.72466581313178,40.763318635598175,54.191039863440594,84.03271759238646,0.0
iduc001hoj.1,73.87121370324428,143.37306705161993,108.78358994947239,144.61766256420321,149.50337703739544,0.0
iduc001hok.1,0.0,0.0,82.84359566005358,110.13285338657852,0.0,0.0
iduc001hom.1,17.44404382954922,0.0,0.0,0.0,0.0,0.0
iduc001hop.2,108.04616952729673,139.80105764913114,106.07334586997524,141.01464519791296,218.66795481629362,1705.2534224861984
iduc001hoy.1,0.0,18.365949110671753,0.0,0.0,0.0,0.0
iduc001hpc.1,0.0,44.03037303178055,2.2271881991555236,44.412592690044484,0.0,0.0
iduc001hpm.1,246.00324311292576,0.0,0.0,0.0,0.0,0.0
iduc001hpq.1,86.02307888493391,0.0,0.0,0.0,0.0,0.0
iduc001hpu.2,135.84873643398467,205.07063449204037,155.5963073959238,206.85081536352516,320.75849061026645,0.0
iduc001hpy.1,62.81706231389119,92.89036120459821,61.670080545278154,93.6967255315597,127.13156425481593,0.0
iduc001hqa.1,72.24594515726872,93.47910794094015,70.92680066213877,94.29058307121477,0.0,0.0
iduc001hqd.2,7.958178105659569,10.297095408368824,7.8128690946625925,0.0,96.63638450350102,0.0
iduc001hqg.1,3.5602810499681063,4.606651568410797,3.495273593314902,4.646641072632079,7.205432447756026,56.19062176875274
iduc001hqn.1,119.62752034157988,154.78618021225324,117.44323187277902,156.1298508839054,0.0,0.0
iduc001hqr.1,33.332072636378626,43.12840546398204,32.72345965424053,1.500096389857802,2.3261627126539466,0.0
iduc001hqw.1,0.0,0.0,15.951772088368184,21.206396978149133,32.884240142051084,0.0
iduc001hrb.1,541.8342134839446,701.079885080085,531.9408192119963,707.1658320217022,1096.5847269772578,0.0
iduc001hrf.1,40.80565248310875,52.79847865185328,16.024231523348117,53.256812639907416,82.58403432961619,0.0
iduc001hri.1,0.0,0.0,55.07313292613516,0.0,0.0,0.0
iduc001hrs.1,45.58656726748264,58.98450955243953,44.754198487036,0.0,0.0,0.0
iduc001hrx.1,1163.151364899638,1505.0028310158482,1141.9132910302997,1518.0674868011158,0.0,0.0
iduc001hrz.2,0.0,1112.0393925074393,843.7542682869099,0.0,0.0,0.0
iduc001hsh.1,391.61284925658885,0.0,384.46235889765677,511.1069391396619,0.0,0.0
iduc001hsk.1,75.64856621339753,97.88176306982774,74.26729298806086,0.0,0.0,0.0
iduc001hsl.2,68.47499527936843,88.59987174424062,67.22470485988265,89.36899111272449,0.0,0.0
iduc001hsm.1,82.11038606949296,0.0,80.61112595820532,107.16499260742371,0.0,0.0
iduc001hss.1,172.2687271848353,222.89869567495586,169.12325870692646,224.83363870228078,348.64401410174133,0.0
iduc001htb.1,199.07517424578296,257.58358702586247,195.44024470542328,0.0,0.0,0.0
iduc001htd.1,100.57236411817142,0.0,0.0,0.0,0.0,0.0
iduc001htf.1,0.0,0.0,96.26824667191029,127.97967799474452,198.45495058957738,0.0
iduc001htl.2,0.0,89.01587150672668,50.65525693275563,89.78860209346983,0.0,0.0
iduc001htp.2,0.0,0.0,114.33978271153049,152.0041039417879,0.0,0.0
iduc001htq.1,57.2860259313899,74.12245199216025,56.24003579878435,74.76589551351492,92.7501136580726,0.0
iduc001hts.1,44.43234104567156,57.491054973887515,43.621047374192244,57.99012436331766,89.92386483171373,0.0
iduc001htt.1,28.08851513281339,36.34376063992598,27.57564468682273,36.65925421436816,56.84660719385421,0.0
iduc001htv.1,60.66305230641492,78.49199013500237,59.555400778933496,79.17336482206674,122.77219672656987,957.4229055648177
iduc001htw.1,131.94517362801895,170.7240053543507,129.53597614196661,172.2060293866452,0.0,0.0
iduc001hub.1,36.03373462269071,62.16545184143204,47.16772237080777,62.705098819701,0.0,0.0
iduc001huh.1,104.52894417213469,22.54168598193498,17.10339030234813,136.424197542904,211.54966012425467,0.0
iduc001hul.1,21.66382774398944,0.0,42.53653235851556,0.0,0.0,0.0
iduc001hup.2,164.03781375041768,119.389898095076,161.04263417970313,214.0912001439578,331.98597786733933,0.0
iduc001huq.1,74.02339101222682,95.77894708863367,72.67179199096596,96.61038670416166,149.81135927378796,0.0
iduc001hur.1,0.0,0.0,0.0,150.9759446379421,0.0,0.0
iduc001huv.1,6.356085309793128,41.12072888399308,6.240029039386008,41.477690450733824,64.31843819225885,100.31578422038078
iduc001huw.1,0.0,0.0,58.684712383293835,0.0,0.0,0.0
iduc001hvg.1,22.471161623432266,4.153637250372373,22.060858884777545,29.327859537979304,45.47799312127319,0.0
iduc001hvl.2,41.17141009839233,7.834078357758987,5.94406735677669,7.9020845668036905,12.253568901182005,0.0
iduc001hvt.2,6.575298861806523,8.507786432978962,58.09715958246773,8.58164097926338,133.07340377799224,0.0
iduc001hvv.1,0.0,33.532088490479325,25.44230265496375,0.0,0.0,0.0
iduc001hvy.1,0.0,0.0,7.062387960989046,0.0,0.0,0.0
iduc001hwc.1,0.0,141.325473312004,0.0,0.0,0.0,0.0
iduc001hwd.1,4.297675433578843,0.0,4.219203833854877,0.0,0.0,0.0
iduc001hwf.1,71.77044397742442,92.86385644108158,140.91996339279189,187.33998137002547,290.5035184396033,2265.4536622871615
iduc001hwl.1,0.0,125.35571418209886,95.11301452802832,0.0,0.0,0.0
iduc001hwp.1,12.058462206824126,15.602457518960843,11.83828578024077,133.77214672135418,24.404375282639176,0.0
iduc001hwq.1,56.1304548994482,72.62725736230036,45.92130369233816,73.25772137107967,94.66579448913015,0.0
iduc001hwv.1,93.78504200579671,121.34856905562165,92.07261341733867,122.4019739078081,0.0,0.0
iduc001hxc.1,83.0182571075021,107.41741422757376,6.791868342188853,108.34988525905979,0.0,0.0
iduc001hxj.1,0.0,11.85635199297549,8.995947147005548,11.959274827713708,0.0,0.0
iduc001hxx.2,0.0,0.0,257.5856215423877,0.0,0.0,0.0
iduc001hxy.1,43.10654550871964,0.0,0.0,0.0,0.0,0.0
iduc001hyd.1,0.0,0.0,309.56774329559295,0.0,0.0,0.0
iduc001hyi.2,114.54180174651167,148.2057633255929,112.4503738205947,149.4923105953643,231.81406280724562,0.0
iduc001hyq.1,0.0,0.0,0.0,0.0,0.0,77.63500923474813
iduc001hyx.1,17.03296573469912,22.03897310779495,16.721959450045304,22.230289424003974,0.0,0.0
iduc001hza.1,0.0,10.331963879592927,31.357301483847912,41.68661511374493,0.0,0.0
iduc001hzd.1,53.39615397527882,69.08934238759778,52.42118932606192,69.68909440010077,108.06517099044683,0.0
iduc001hzj.1,99.97276735276104,0.0,0.0,142.339396164507,0.0,0.0
iduc001hzs.1,37.44771231923561,0.0,22.623970180132904,48.87425337958341,0.0,0.0
iduc001iab.1,0.0,0.0,0.0,0.0,0.0,227.61380991876956
iduc001iad.2,121.31743536634087,156.97276312243275,119.10229060384356,158.33541512254405,0.0,1914.708987563281
iduc001iaj.1,0.0,0.0,110.39721236905395,0.0,0.0,0.0
iduc001iao.1,33.69748173457301,43.60120869824463,33.08219671846395,43.979702859002906,0.0,0.0
iduc001iar.1,38.812593764974814,0.0,0.0,0.0,0.0,0.0
iduc001iaz.1,371.3033274181415,34.31641313867326,364.52367024401434,484.6003074958222,0.0,0.0
iduc001ibn.1,14.681968401794697,0.0,115.31111332491352,0.0,0.0,0.0
iduc001ibp.1,41.24655354133353,9.703447457504216,33.13098770635932,9.787681319627355,15.177517580196922,532.6194786565054
iduc001ibr.1,8.562871045102813,11.079508268139572,8.40652089732544,11.175687463826245,0.0,0.0
iduc001ibs.1,115.23340785209216,0.0,0.0,0.0,0.0,0.0
iduc001ibu.1,152.29333696180836,197.05251628376732,130.82352564119552,173.91770666352753,0.0,0.0
iduc001ice.1,0.0,0.0,341.7049112342744,0.0,0.0,0.0
iduc001icj.1,0.0,121.16785636901609,91.93549857978492,122.21969248724545,0.0,0.0
iduc001ico.1,108.05992285844835,139.81885309944286,106.08684807795255,141.03259512729147,0.0,0.0
iduc001iew.1,170.3483338445073,220.41389661863784,167.23792998230616,222.32726955739062,0.0,0.0
iduc001iex.1,134.92971801137958,174.58571061627745,132.4660254905511,176.1012574094276,273.0759045931148,2129.5466969411905
iduc001ifc.1,499.3456146323857,646.1038402701213,490.22802308761896,651.7125501680096,0.0,0.0
iduc001ifh.1,87.71634159702111,113.49627091849796,86.11472189506048,114.4815113990496,177.52367441533568,0.0
iduc001ifl.1,0.0,0.0,0.0,0.0,89.13360549513453,0.0
iduc001ifp.1,0.0,0.0,33.0901203109417,0.0,0.0,0.0
iduc001ifs.1,0.0,0.0,82.61638310952925,0.0,0.0,0.0
iduc001ift.1,218.4622890946336,282.66859626304563,214.47336867252076,16.77190534847112,0.0,0.0
iduc001igd.2,0.0,0.0,307.64794333717066,408.9893197932824,0.0,0.0
iduc001ign.2,0.0,0.0,24.401062172460705,0.0,0.0,0.0
iduc001igp.1,5.448728774486535,155.10255546013212,117.68327999299555,106.66975399619726,0.0,0.0
iduc001igt.1,290.3609921249471,0.0,285.0592675294933,252.63985117318478,369.99784715866065,0.0
iduc001igv.1,0.0,0.0,0.0,283.08315092331816,0.0,0.0
iduc001iha.1,121.37597683426738,157.04850999220392,119.15976315842158,158.4118195371118,245.64532675518652,1915.6329262737024
iduc001ihu.1,28.344769287756005,36.67532817299721,27.827219876639884,0.0,0.0,0.0
iduc001iia.1,98.6204597763367,127.6051214299852,96.81974090778371,128.71283827513872,199.59184427066518,1556.4908714165338
iduc001iif.1,439.7403542999069,0.0,0.0,0.0,0.0,0.0
iduc001iig.1,84.29967021434129,109.07543605662453,82.76043578862445,110.02230007398047,0.0,0.0
iduc001iij.2,70.61700160762389,91.3714160895086,69.32760012314615,92.16459473025317,142.91737860171764,0.0
iduc001iil.2,0.0,0.0,7.664620683633445,112.08340164591702,79.00226562982363,0.0
iduc001iit.1,192.1065295261304,248.56684995456507,34.29069836863113,250.7246135596293,70.68954806688551,0.0
iduc001ijb.1,162.65732667044517,210.46249397266715,159.68735352381685,212.28948059541383,301.7594208874966,0.0
iduc001ije.1,173.59769209042062,224.6182448287319,170.4279579359315,226.5681149494396,0.0,0.0
iduc001ijm.2,0.0,7.709446698841903,5.849503715521272,7.776371003128594,0.0,0.0
iduc001ijn.1,0.0,41.13887994288201,31.213917221117903,41.49599907566292,0.0,0.0
iduc001iks.1,73.60255742065158,95.23443004139455,72.25864243362244,96.06114280349422,148.95966021596522,0.0
iduc001ikw.2,86.894800550281,0.0,0.0,0.0,0.0,0.0
iduc001ikx.1,30.8753865785041,39.949696670275436,30.311630423727777,40.296492719403595,0.0,0.0
iduc001ilb.1,9.218259699383982,7.951677579417628,66.36624688988319,12.031056968867771,18.656265226695538,0.0
iduc001ild.2,118.1421010447117,0.0,115.98493496574405,0.0,0.0,0.0
iduc001ilj.1,13.205600923640057,0.0,0.0,0.0,0.0,0.0
iduc001ill.1,6.907295900798568,8.937357767071854,6.781175032091857,0.0,0.0,0.0
iduc001ilo.1,8.643675560151955,11.184061319081756,0.0,11.28114812078332,0.0,0.0
iduc001ilx.1,9.878183636322035,0.0,0.0,0.0,0.0,0.0
iduc001ima.1,152.36944672858417,197.15099479475236,149.58732080524734,198.86242671476938,308.37109208403893,0.0
iduc001imk.1,0.0,0.0,110.38652695369476,0.0,0.0,0.0
iduc001imp.1,0.0,0.0,84.31780645981185,0.0,0.0,0.0
iduc001ina.1,7.359369738183962,9.522296602742585,7.2249944170968305,9.604957927250583,14.894172893181993,116.15025769339316
iduc001ind.2,232.6840727655382,301.0701778049743,228.43547565707894,379.60464155959914,588.6436156479319,0.0
iduc001inj.1,29.701426748745977,0.0,29.159106020463945,38.76431874605306,0.0,0.0
iduc001inn.1,111.85331898717774,0.0,109.81098028314732,145.98348243341454,0.0,0.0
iduc001inx.2,106.65645907825305,138.0029097698278,104.70901025525187,139.20088792398926,215.855405856819,0.0
iduc001iob.1,18.934088962234178,0.0,0.0,0.0,0.0,298.82984418388753
iduc001ioh.1,14.743932160583046,0.0,14.474721523171297,0.0,0.0,0.0
iduc001ioj.1,0.0,0.0,0.0,0.0,0.0,1441.3033889197152
iduc001iol.1,0.0,0.0,14.696337519900112,0.0,0.0,0.0
iduc001ipa.1,0.0,58.6902252116814,44.53091173093935,59.19970437979226,0.0,0.0
iduc001ipj.1,73.58410141327428,95.21054979313944,72.24052341596105,0.0,0.0,0.0
iduc001ipr.2,0.0,0.0,0.0,0.0,0.0,207.85331045819757
iduc001iqd.1,0.0,0.0,119.30688977172647,158.60741068212752,0.0,0.0
iduc001iqn.2,270.17345076213394,349.57772524938474,265.2403321002173,352.61234588694015,546.7873241808071,0.0
iduc001iqy.1,18.05414004092813,0.0,0.0,0.0,0.0,0.0
iduc001irl.2,20.991511199040833,27.160939440227768,20.608225515915024,27.39671861437826,0.0,331.3013915433466
iduc001iro.1,0.0,92.05485241189582,13.969230795668786,92.85396383902399,143.9863663860494,0.0
iduc001irr.1,121.27843908367731,156.92230578938148,119.06400635742638,158.28451977856378,245.44792613902192,1914.0935234078443
iduc001iru.2,0.0,0.0,20.75709211179702,27.59462290435751,13.51272806703077,0.0
iduc001isb.1,24.254475049669868,6.973975990496791,5.291469032984578,7.034515807361494,0.0,0.0
iduc001isi.2,0.0,145.20680943211357,110.1749327120623,146.4673233287067,227.12328917861308,0.0
iduc001isx.1,0.0,0.0,0.0,12.90924475111055,0.0,0.0
iduc001itj.1,0.0,11.110523528318028,8.430053569219908,0.0,0.0,0.0
iduc001itl.2,93.93681662873651,121.54495040726152,92.2216167752903,122.60006001023578,0.0,0.0
iduc001itv.1,10.524036260894261,0.0,72.3231392833024,96.14688536492103,0.0,0.0
iduc001ity.2,25.850774500474138,33.44834557325462,25.3787631397962,33.73870457623821,0.0,0.0
iduc001iuc.2,0.0,0.0,112.84902725031587,150.02228324295072,0.0,0.0
iduc001iuf.1,60.68938296624939,78.52605940473737,59.58125066514257,39.60386492046721,61.41274285961534,0.0
iduc001iuj.1,69.29241946543988,268.97261339436136,204.08161089694406,271.30751571962094,420.7099163738277,0.0
iduc001iuq.1,0.0,0.0,0.0,6.290134010744229,0.0,0.0
iduc001iut.1,31.86183453815511,16.490425108315808,31.280066751129077,16.633575488735662,0.0,0.0
iduc001iva.2,85.88383367656132,111.1251869036596,84.31567388339273,12.454427159469674,173.8149750611178,0.0
iduc001ivi.1,40.57541124060655,52.500569254814216,39.83454155914326,52.956317145588464,0.0,0.0
iduc001ivq.2,150.79825099493212,0.0,0.0,196.8118069668713,0.0,0.0
iduc001ivs.2,12.575136974465972,16.270983569379506,12.345526541946038,16.412229017720755,25.45004136446064,0.0
iduc001ivz.1,9.236463629722392,11.951070454623549,9.067814301028678,12.05481552309611,18.69310703454614,145.77574832279643
iduc001iwe.2,7.954151536647133,10.291885426292655,7.808916047096038,10.38122741137395,193.17497952148182,0.0
iduc001iwg.1,67.49934363108405,93.57586607451906,4.733347693795329,94.38818114454898,146.3654395665128,0.0
iduc001iwt.2,6.499745451855707,0.0,0.0,0.0,197.3164876184788,0.0
iduc001iwx.2,40.74613478905087,0.0,0.0,53.179134120184884,82.46358015255505,0.0
iduc001ixg.1,13.401632218901808,0.0,0.0,17.490915417819718,0.0,0.0
iduc001iyz.1,118.4234852446077,153.22827787531884,116.26118134901239,0.0,0.0,0.0
iduc001izd.1,0.0,102.45948509390635,77.74061643583744,103.34891724453168,160.26063345847848,0.0
